codist,Countname,distname,year,four_day,perstuchar,leaid,urban,suburb,town,rural,perind,perasn,perhsp,perblk,perwht,perfrl,pernonfrl,perell,perspeced,member,stutch_all,sample,ever4day
10I077,CARTER,DICKSON,2012,0,1.5479876,4009910,0,0,0,1,.25918967,.0036786788,.02941066,.012868337,.69485265,.5333333,.4666667,.018436579,.14085546,555,17.2034,1,0
10I077,CARTER,DICKSON,2011,0,.75075078,4009910,0,0,0,1,.2833246,.0047813267,.020200072,.019759143,.67193484,.52237856,.47762144,.0097597595,.14264265,557,19.229246,1,0
10I077,CARTER,DICKSON,2009,0,1.2091899,4009910,0,0,0,1,.29236498,.0074487897,.029795159,.013035382,.65735567,.42644319,.57355678,0,0,537,17.03352,1,0
10I077,CARTER,DICKSON,2015,0,.8445946,4009910,0,0,0,1,.25438458,0,.043475617,.011833817,.69030601,.4846293,.51537067,.0030721966,.15745008,553,15.702464,1,0
10I077,CARTER,DICKSON,2010,0,.6978367,4009910,0,0,0,1,.3117117,.0054054055,.030630631,.012612613,.63963962,.45867267,.54132736,.0069767442,.13410853,556,17.161316,1,0
10I077,CARTER,DICKSON,2016,0,.97276264,4009910,0,0,0,1,.25438458,0,.043475617,.011833817,.69030601,.4846293,.51537067,.0030721966,.15745008,553,15.702464,1,0
10I077,CARTER,DICKSON,2013,0,1.0090817,4009910,0,0,0,1,.28705826,.0018866343,.03273005,.017158963,.66116613,.49348301,.50651699,0,.14673913,539,16.635859,1,0
11C010,CHEROKEE,LOWREY,2011,0,0,4018480,0,0,0,1,.69507372,0,.02990531,0,.27502099,.59146339,.40853661,.042682927,.29268292,164,15.045872,1,0
11C010,CHEROKEE,LOWREY,2014,0,0,4018480,0,0,0,1,.71590906,0,.03409091,0,.25,.63398695,.36601305,.039215688,.18954249,153,11.860465,1,0
11C010,CHEROKEE,LOWREY,2016,0,0,4018480,0,0,0,1,.71794873,0,.03846154,0,.24358974,.73134327,.26865673,.044776119,.13432837,134,10.403727,1,0
11C010,CHEROKEE,LOWREY,2015,0,0,4018480,0,0,0,1,.71794873,0,.03846154,0,.24358974,.73134327,.26865673,.044776119,.13432837,134,10.403727,1,0
11C010,CHEROKEE,LOWREY,2012,0,0,4018480,0,0,0,1,.75994152,0,.0026315788,0,.23742691,.60389608,.39610392,.025974026,.27922079,154,12.941176,1,0
11C010,CHEROKEE,LOWREY,2010,0,0,4018480,0,0,0,1,.69318181,0,.03409091,0,.27272728,.55102038,.44897962,0,.25850341,147,14.41,1,0
11C010,CHEROKEE,LOWREY,2009,0,0,4018480,0,0,0,1,.51685393,0,.044943821,0,.43820226,.50955415,.49044585,0,0,157,15.4,1,0
11C010,CHEROKEE,LOWREY,2013,0,0,4018480,0,0,0,1,.70454544,0,.03409091,0,.26136363,.6168831,.3831169,.038961038,.27272728,154,12.941176,1,0
11C014,CHEROKEE,NORWOOD,2011,0,0,4021900,0,0,0,1,.52903223,0,.038709678,.045161292,.38709679,.90960455,.090395451,0,.25988701,177,12.553191,1,0
11C014,CHEROKEE,NORWOOD,2014,0,0,4021900,0,0,0,1,.5131579,0,.039473683,.065789476,.38157892,.90659338,.093406618,0,.17582418,182,13.684211,1,0
11C014,CHEROKEE,NORWOOD,2013,0,0,4021900,0,0,0,1,.53741497,0,.034013607,.06122449,.36734694,.90909094,.090909064,0,.19886364,176,13.233083,1,0
11C014,CHEROKEE,NORWOOD,2015,0,0,4021900,0,0,0,1,.52095807,0,.053892214,.047904193,.37724552,.87623763,.12376237,0,.19306931,202,14.428572,1,0
11C014,CHEROKEE,NORWOOD,2012,0,0,4021900,0,0,0,1,.54901963,0,.03267974,.052287582,.36601305,.90751445,.092485547,0,.20231214,173,13.106061,1,0
11C014,CHEROKEE,NORWOOD,2009,0,0,4021900,0,0,0,1,.48076922,0,.01923077,.03846154,.46153846,.90555555,.094444454,0,0,180,12.5,1,0
11C014,CHEROKEE,NORWOOD,2016,0,0,4021900,0,0,0,1,.52095807,0,.053892214,.047904193,.37724552,.87623763,.12376237,0,.19306931,202,14.428572,1,0
11C014,CHEROKEE,NORWOOD,2010,0,0,4021900,0,0,0,1,.46153846,0,.032967035,.054945055,.45054945,.90760869,.092391312,0,.26086956,184,12.87,1,0
11C021,CHEROKEE,WOODALL,2013,0,.57570523,4033090,0,0,0,1,.71643603,0,.057691768,0,.22587219,.61036468,.38963532,.055662189,.11900192,521,15.835866,1,0
11C021,CHEROKEE,WOODALL,2011,0,.19305019,4033090,0,0,0,1,.77931035,0,.031034483,0,.18965517,.60231662,.39768338,0,.12548262,518,17.679182,1,0
11C021,CHEROKEE,WOODALL,2015,0,.20491803,4033090,0,0,0,1,.66364032,0,.10000602,0,.23635362,.57581967,.42418033,.077868849,.1557377,488,15.00615,1,0
11C021,CHEROKEE,WOODALL,2014,0,.40733197,4033090,0,0,0,1,.67990655,0,.077102803,0,.24299064,.61710793,.38289207,.079429738,.14460285,491,14.441176,1,0
11C021,CHEROKEE,WOODALL,2012,0,0,4033090,0,0,0,1,.77772343,0,.035795826,0,.18648075,.59500962,.40499038,.051823415,.12859885,521,17.194719,1,0
11C021,CHEROKEE,WOODALL,2016,0,.20325203,4033090,0,0,0,1,.66364032,0,.10000602,0,.23635362,.57581967,.42418033,.077868849,.1557377,488,15.00615,1,0
11C021,CHEROKEE,WOODALL,2010,0,.18281536,4033090,0,0,0,1,.77917981,0,.037854891,0,.18296529,.50822669,.49177331,.029250458,.1297989,547,16.43,1,0
11C021,CHEROKEE,WOODALL,2009,0,.1814882,4033090,0,0,0,1,.77300614,0,.039877299,.0030674846,.18404908,.52450091,.47549909,0,0,551,16.700001,1,0
11C026,CHEROKEE,SHADY GROVE,2015,0,0,4027420,0,0,0,1,.69736081,.013733763,.059237197,.013733763,.21593447,.70779222,.29220778,0,.2012987,154,11.58766,1,0
11C026,CHEROKEE,SHADY GROVE,2013,0,0,4027420,0,0,0,1,.79108667,0,.037269868,.016277503,.15536597,.7067669,.2932331,0,.19548872,133,10,1,0
11C026,CHEROKEE,SHADY GROVE,2014,0,0,4027420,0,0,0,1,.76909721,0,.038194444,.017361112,.17534722,.70547944,.29452056,.020547945,.21232876,146,11.587301,1,0
11C026,CHEROKEE,SHADY GROVE,2011,0,.68493152,4027420,0,0,0,1,.80952382,.011904762,.035714287,0,.14285715,.70547944,.29452056,0,.21917808,146,11.587301,1,0
11C026,CHEROKEE,SHADY GROVE,2016,0,1.3793104,4027420,0,0,0,1,.69736081,.013733763,.059237197,.013733763,.21593447,.70779222,.29220778,0,.2012987,154,11.58766,1,0
11C026,CHEROKEE,SHADY GROVE,2012,0,0,4027420,0,0,0,1,.83233839,0,.022684632,0,.14497696,.70748299,.29251701,0,.19727892,147,11.136364,1,0
11C026,CHEROKEE,SHADY GROVE,2009,0,0,4027420,0,0,0,1,.72815531,0,.029126214,0,.24271844,.7305389,.2694611,0,0,167,11.9,1,0
11C026,CHEROKEE,SHADY GROVE,2010,0,0,4027420,0,0,0,1,.76344085,0,.032258064,0,.20430107,.70886075,.29113925,0,.22151899,158,12.15,1,0
11C031,CHEROKEE,PEGGS,2009,0,0,4023730,0,0,0,1,.86928105,0,.013071896,0,.11764706,.61666667,.38333333,0,0,240,16,1,0
11C031,CHEROKEE,PEGGS,2013,0,.3773585,4023730,0,0,0,1,.07692308,0,.18461539,0,.73846155,.6226415,.3773585,0,.25660378,265,18.531467,1,0
11C031,CHEROKEE,PEGGS,2012,0,0,4023730,0,0,0,1,.094339624,0,.13207547,0,.7735849,.62256807,.37743193,0,.21789883,257,19.323309,1,0
11C031,CHEROKEE,PEGGS,2014,0,.39370078,4023730,0,0,0,1,.09375,0,.140625,0,.765625,.62598425,.37401575,0,.21653543,254,19.097744,1,0
11C031,CHEROKEE,PEGGS,2010,0,0,4023730,0,0,0,1,.82352942,0,.019607844,0,.15686275,.62184876,.37815124,0,.22268908,238,18.030001,1,0
11C031,CHEROKEE,PEGGS,2016,0,0,4023730,0,0,0,1,.37755102,0,.05102041,0,.5714286,.625,.375,0,.1875,256,17.740818,1,0
11C031,CHEROKEE,PEGGS,2015,0,.390625,4023730,0,0,0,1,.37755102,0,.05102041,0,.5714286,.625,.375,0,.1875,256,17.740818,1,0
11C031,CHEROKEE,PEGGS,2011,0,0,4023730,0,0,0,1,0,0,.60000002,0,.39999998,.625,.375,0,.22499999,240,20,1,0
11C034,CHEROKEE,GRAND VIEW,2012,0,.21008404,4013230,0,0,0,1,.63636363,.0021645022,.13852814,.0043290043,.21861473,.71218485,.28781515,.26260504,.16596639,476,14,1,0
11C034,CHEROKEE,GRAND VIEW,2016,0,.15873016,4013230,0,0,0,1,.64041096,.0017123288,.15753424,.0085616438,.19178082,.71023619,.28976381,.12913387,.2031496,635,14.01766,1,0
11C034,CHEROKEE,GRAND VIEW,2009,0,.26595744,4013230,0,0,0,1,.71818179,.0045454544,.040909089,0,.23636363,.6356383,.3643617,0,0,376,13,1,0
11C034,CHEROKEE,GRAND VIEW,2014,0,0,4013230,0,0,0,1,.62971556,.001358603,.15334222,.005434412,.21014921,.72872341,.27127659,.14716312,.19503546,564,15.326087,1,0
11C034,CHEROKEE,GRAND VIEW,2013,0,.19305019,4013230,0,0,0,1,.64489794,0,.15510204,.008163265,.19183676,.71621621,.28378379,.13513513,.19111969,518,14.674221,1,0
11C034,CHEROKEE,GRAND VIEW,2015,0,0,4013230,0,0,0,1,.64041096,.0017123288,.15753424,.0085616438,.19178082,.71023619,.28976381,.12913387,.2031496,635,14.01766,1,0
11C034,CHEROKEE,GRAND VIEW,2011,0,.22935779,4013230,0,0,0,1,.6546185,0,.12048193,.0040160641,.22088353,.66284406,.33715594,.11238532,.21330275,436,14.533334,1,0
11C034,CHEROKEE,GRAND VIEW,2010,0,0,4013230,0,0,0,1,.72093022,.0046511628,.065116279,.0046511628,.20465116,.62436551,.37563449,.027918782,.16751269,394,12.79,1,0
11C044,CHEROKEE,BRIGGS,2010,0,0,4005430,0,0,0,1,.76449275,0,.076086953,0,.1594203,.84917355,.15082645,.07644628,.16322315,484,13.48,1,0
11C044,CHEROKEE,BRIGGS,2009,0,0,4005430,0,0,0,1,.76086956,0,.068840578,.0072463769,.16304348,.84836066,.15163934,0,0,488,13.8,1,0
11C044,CHEROKEE,BRIGGS,2013,0,.22573364,4005430,0,0,0,1,.6707921,0,.14356436,.0024752475,.18316829,.84875846,.15124154,.058690745,.15349887,443,13.588958,1,0
11C044,CHEROKEE,BRIGGS,2015,0,.40322581,4005430,0,0,0,1,.68860543,0,.13657799,.0071738986,.16764267,.84879035,.15120965,.04233871,.15322581,496,15.030303,1,0
11C044,CHEROKEE,BRIGGS,2012,0,.19685039,4005430,0,0,0,1,.70474136,0,.13146552,.0043103448,.15948278,.84842521,.15157479,.061023623,.17322835,508,15.630769,1,0
11C044,CHEROKEE,BRIGGS,2011,0,.18691589,4005430,0,0,0,1,.71257484,0,.1237525,.003992016,.15968065,.84859812,.15140188,.052336447,.16448598,535,16.114458,1,0
11C044,CHEROKEE,BRIGGS,2016,0,.86355788,4005430,0,0,0,1,.68860543,0,.13657799,.0071738986,.16764267,.84879035,.15120965,.04233871,.15322581,496,15.030303,1,0
11C044,CHEROKEE,BRIGGS,2014,0,.44247788,4005430,0,0,0,1,.688326,0,.14365034,.002031114,.16599256,.84734511,.15265489,.03539823,.13716814,452,13.993809,1,0
11C066,CHEROKEE,TENKILLER,2013,0,0,4029670,0,0,0,1,.70491803,0,.016393442,0,.27868852,.67905408,.32094592,.2804054,.2027027,296,14.8,1,0
11C066,CHEROKEE,TENKILLER,2016,0,0,4029670,0,0,0,1,.7735849,0,.012578616,.006289308,.20754717,.67697597,.32302403,.23367697,.28865978,291,14.160584,1,0
11C066,CHEROKEE,TENKILLER,2010,0,0,4029670,0,0,0,1,.82010579,0,0,0,.17989418,.63907284,.36092716,.40066224,.17880794,302,13.67,1,0
11C066,CHEROKEE,TENKILLER,2014,0,0,4029670,0,0,0,1,.74269009,0,.01754386,.0058479533,.23391813,.67820072,.32179928,.27681661,.23529412,289,14.896908,1,0
11C066,CHEROKEE,TENKILLER,2012,0,0,4029670,0,0,0,1,.75252527,0,.015151516,0,.23232323,.67791408,.32208592,.2607362,.19018404,326,15.523809,1,0
11C066,CHEROKEE,TENKILLER,2009,0,0,4029670,0,0,0,1,.80645162,0,.0053763441,0,.18817204,.67785233,.32214767,0,0,298,13,1,0
11C066,CHEROKEE,TENKILLER,2015,0,0,4029670,0,0,0,1,.7735849,0,.012578616,.006289308,.20754717,.67697597,.32302403,.23367697,.28865978,291,14.160584,1,0
11C066,CHEROKEE,TENKILLER,2011,0,.32051283,4029670,0,0,0,1,.7842105,0,0,0,.21578947,.67948717,.32051283,.47115386,.16987179,312,14.716981,1,0
11I006,CHEROKEE,KEYS,2010,0,.88417327,4000033,0,0,0,1,.52571428,0,.0028571428,.0057142857,.46571428,.58029199,.41970801,0,.1359116,548,17.85,1,0
11I006,CHEROKEE,KEYS,2011,0,.22883295,4000033,0,0,0,1,.53184712,0,0,.0063694268,.46178344,.57475728,.42524272,0,.15102975,515,15.895061,1,0
11I006,CHEROKEE,KEYS,2009,0,.66577893,4000033,0,0,0,1,.52835822,0,.0059701493,.0059701493,.45970148,.51188302,.48811698,0,0,547,16.700001,1,0
11I006,CHEROKEE,KEYS,2013,0,.34447125,4000033,0,0,0,1,.58838153,0,.024937404,.0065562292,.38012487,.57462686,.42537314,.0045924224,.15843858,536,17.346279,1,0
11I006,CHEROKEE,KEYS,2015,0,1.2722646,4000033,0,0,0,1,.57769293,.0016943791,.029403126,.010166275,.38104329,.58736062,.41263938,.003468208,.15838151,538,14.944445,1,0
11I006,CHEROKEE,KEYS,2016,0,1.3531799,4000033,0,0,0,1,.57769293,.0016943791,.029403126,.010166275,.38104329,.58736062,.41263938,.003468208,.15838151,538,14.944445,1,0
11I006,CHEROKEE,KEYS,2012,0,.45454547,4000033,0,0,0,1,.52814162,0,.015841667,.0097066984,.44630998,.58574182,.41425818,0,.15795454,519,15.679759,1,0
11I006,CHEROKEE,KEYS,2014,0,1.1389521,4000033,0,0,0,1,.56398451,0,.023291899,.0078776404,.40484595,.60148978,.39851022,.0034168565,.16400911,537,15.520232,1,0
11I016,CHEROKEE,HULBERT,2011,0,0,4015240,0,0,0,1,.5648855,.0076335878,.068702288,.0076335878,.35114503,.58773637,.41226363,.031456955,.17384106,396,16.106241,1,0
11I016,CHEROKEE,HULBERT,2010,0,.34129694,4015240,0,0,0,1,.56097561,0,.05284553,.012195121,.37398374,.60032624,.39967379,.030716723,.13993174,393,14.659513,1,0
11I016,CHEROKEE,HULBERT,2015,0,.79744816,4015240,0,0,0,1,.64874512,0,.096736118,.0074160588,.24710269,.67830628,.32169372,.019138755,.16586922,425,22.991945,1,0
11I016,CHEROKEE,HULBERT,2009,0,.643915,4015240,0,0,0,1,.60546875,.015625,.06640625,.00390625,.30859375,.6383189,.3616811,0,0,424,17.201563,1,0
11I016,CHEROKEE,HULBERT,2012,0,.65359479,4015240,0,0,0,1,.58316171,0,.076682359,.016061306,.32409465,.67301553,.32698444,.042483661,.1633987,417,15.632339,1,0
11I016,CHEROKEE,HULBERT,2016,0,1.1614401,4015240,0,0,0,1,.64874512,0,.096736118,.0074160588,.24710269,.67830628,.32169372,.019138755,.16586922,425,22.991945,1,0
11I016,CHEROKEE,HULBERT,2013,0,.78369904,4015240,0,0,0,1,.59108591,0,.086775161,.012104662,.31003428,.63468343,.36531654,.040752351,.14733543,428,16.48699,1,0
11I016,CHEROKEE,HULBERT,2014,0,1.1198208,4015240,0,0,0,1,.6371671,0,.078189038,.0038626215,.28078127,.7033543,.2966457,.025599999,.1584,412,20.289116,1,0
11I035,CHEROKEE,TAHLEQUAH,2015,0,.68399453,4029380,0,0,1,0,.50622666,.013861008,.19279496,.015550266,.27156708,.64470035,.35529965,.088835329,.14453262,2193,15.586662,1,0
11I035,CHEROKEE,TAHLEQUAH,2012,0,2.0202019,4029380,0,0,1,0,.54938716,.0093727466,.14491709,.020187454,.27613553,.63191682,.36808318,.07496722,.13552932,2472,16.115753,1,0
11I035,CHEROKEE,TAHLEQUAH,2014,0,1.0787487,4029380,0,0,1,0,.54265684,.0096058529,.18123388,.01846048,.24804291,.63538307,.36461693,.084209293,.14115648,2303,15.681488,1,0
11I035,CHEROKEE,TAHLEQUAH,2016,0,.49455985,4029380,0,0,1,0,.50622666,.013861008,.19279496,.015550266,.27156708,.64470035,.35529965,.088835329,.14453262,2193,15.586662,1,0
11I035,CHEROKEE,TAHLEQUAH,2009,0,1.2626263,4029380,0,0,1,0,.53088349,.010164191,.12900704,.030492572,.29945269,.58522183,.41477817,0,0,2261,13.897811,1,0
11I035,CHEROKEE,TAHLEQUAH,2013,0,1.5503876,4029380,0,0,1,0,.53284049,.021902975,.16014194,.019593617,.26552096,.6524232,.34757677,.085045628,.13820504,2278,15.395355,1,0
11I035,CHEROKEE,TAHLEQUAH,2011,0,1.4450867,4029380,0,0,1,0,.54797602,.0097451275,.13193403,.026986506,.28335834,.60655087,.3934491,.076174587,.14762302,2336,15.552736,1,0
11I035,CHEROKEE,TAHLEQUAH,2010,0,1.146789,4029380,0,0,1,0,.55057037,.010646388,.13536121,.025095057,.27832699,.59498119,.40501881,.063009843,.15358649,2329,14.342319,1,0
12C003,CHOCTAW,GRANT,2015,1,0,4013320,0,0,0,1,.47058824,0,0,.31764707,.21176471,.93442309,.065576933,0,.38216561,157,16.54373,1,1
12C003,CHOCTAW,GRANT,2012,0,0,4013320,0,0,0,1,.49244294,0,.020497875,.22918107,.25787809,.94404662,.055953391,0,.25728154,206,15.147058,1,1
12C003,CHOCTAW,GRANT,2013,1,0,4013320,0,0,0,1,.42876321,0,.018459473,.29837221,.25440511,.93371856,.066281423,0,.32142857,196,19.029125,1,1
12C003,CHOCTAW,GRANT,2011,0,0,4013320,0,0,0,1,.44052863,0,0,.17621145,.38325992,.9702543,.029745698,0,.26859504,242,15.714286,1,1
12C003,CHOCTAW,GRANT,2009,0,0,4013320,0,0,0,1,.26530612,0,.040816326,.48979592,.20408164,.95789474,.042105258,0,0,95,14.4,1,1
12C003,CHOCTAW,GRANT,2014,1,0,4013320,0,0,0,1,.32359934,0,.044821732,.3820034,.24957554,.94331998,.056680046,0,.32960895,179,15.840708,1,1
12C003,CHOCTAW,GRANT,2016,1,0,4013320,0,0,0,1,.47058824,0,0,.31764707,.21176471,.93442309,.065576933,0,.38216561,157,16.54373,1,1
12C003,CHOCTAW,GRANT,2010,0,0,4013320,0,0,0,1,.45614034,0,.01754386,.33333334,.19298245,.96116507,.038834929,0,.36893204,103,16.09,1,1
12C013,CHOCTAW,GOODLAND,2009,,0,4012840,0,0,0,1,.625,0,0,.075000003,.30000001,.65853661,.34146339,0,0,82,12.2,0,
12C013,CHOCTAW,GOODLAND,2010,,0,4012840,0,0,0,1,.57575756,0,0,.090909094,.33333334,.75806451,.24193549,0,.2016129,124,15.7,0,
12C021,CHOCTAW,SWINK,2010,1,0,4029340,0,0,0,1,.43478259,0,0,0,.56521738,.88732392,.11267608,0,.47887325,71,11.45,1,1
12C021,CHOCTAW,SWINK,2015,1,0,4029340,0,0,0,1,.41772151,0,.025316456,.025316456,.5316456,.95480227,.045197725,0,.33333334,177,21.585367,1,1
12C021,CHOCTAW,SWINK,2016,1,0,4029340,0,0,0,1,.41772151,0,.025316456,.025316456,.5316456,.95480227,.045197725,0,.33333334,177,21.585367,1,1
12C021,CHOCTAW,SWINK,2011,1,0,4029340,0,0,0,1,.44897959,0,0,0,.55102038,.94117647,.058823522,0,.3882353,85,16.666666,1,1
12C021,CHOCTAW,SWINK,2009,1,0,4029340,0,0,0,1,.45945945,0,0,0,.54054052,.79268295,.20731705,0,0,82,13.9,1,1
12C021,CHOCTAW,SWINK,2012,1,1.6806723,4029340,0,0,0,1,.3508772,0,0,0,.64912283,.89075631,.10924369,0,.44537815,119,16.760563,1,1
12C021,CHOCTAW,SWINK,2013,1,0,4029340,0,0,0,1,.2857143,0,.047619049,.015873017,.65079367,.96473318,.035266835,0,.40601504,133,15.833334,1,1
12C021,CHOCTAW,SWINK,2014,1,0,4029340,0,0,0,1,.37174603,0,.034603175,.052380953,.54126984,.92105263,.078947365,0,.34868422,152,17.471264,1,1
12I001,CHOCTAW,BOSWELL,2012,0,.2857143,4005040,0,0,0,1,.4861111,0,.048611112,.0625,.40277779,.56222218,.43777779,0,.22857143,270,16.908482,1,1
12I001,CHOCTAW,BOSWELL,2016,1,1.5948963,4005040,0,0,0,1,.34820163,0,.096175276,.062158056,.49346504,.66049999,.33950001,0,.20316623,301,16.128922,1,1
12I001,CHOCTAW,BOSWELL,2011,0,.79365081,4005040,0,0,0,1,.5,0,0,.0625,.4375,.61480498,.38519505,0,.25661376,279,17.642324,1,1
12I001,CHOCTAW,BOSWELL,2013,0,.81300813,4005040,0,0,0,1,.39873418,0,.069620252,.044303797,.48734176,.72306269,.27693734,0,.25745258,284,18.180832,1,1
12I001,CHOCTAW,BOSWELL,2015,1,1.0548524,4005040,0,0,0,1,.34820163,0,.096175276,.062158056,.49346504,.66049999,.33950001,0,.20316623,301,16.128922,1,1
12I001,CHOCTAW,BOSWELL,2010,0,1.1587485,4005040,0,0,0,1,.55813956,0,.031007752,.031007752,.37984496,.65748191,.34251809,0,.26666668,246,15.704806,1,1
12I001,CHOCTAW,BOSWELL,2014,0,.53619301,4005040,0,0,0,1,.39106753,0,.086056642,.042483661,.48039216,.69215453,.3078455,0,.21983914,290,17.216612,1,1
12I001,CHOCTAW,BOSWELL,2009,0,.29325512,4005040,0,0,0,1,.61654133,0,.037593983,.015037594,.33082706,.62635016,.37364984,0,0,242,16.04812,1,1
12I002,CHOCTAW,FORT TOWSON,2011,1,.44943821,4012300,0,0,0,1,.29255319,0,0,.026595745,.68085104,.71521038,.28478962,0,.19550562,309,22.888889,1,1
12I002,CHOCTAW,FORT TOWSON,2015,1,1.4492754,4012300,0,0,0,1,.25453418,0,.0033778735,.051187333,.69090062,.8112967,.18870328,0,.25120774,267,12.812404,1,1
12I002,CHOCTAW,FORT TOWSON,2013,1,.71073204,4012300,0,0,0,1,.30357143,0,.025,.032142859,.63928568,.72945207,.27054793,0,.20379147,292,13.333334,1,1
12I002,CHOCTAW,FORT TOWSON,2016,1,1.7636684,4012300,0,0,0,1,.25453418,0,.0033778735,.051187333,.69090062,.8112967,.18870328,0,.25120774,267,12.812404,1,1
12I002,CHOCTAW,FORT TOWSON,2010,1,1.0070493,4012300,0,0,0,1,.27058825,0,.011764706,.035294119,.68235296,.67896676,.32103324,0,.23173803,271,19.360001,1,1
12I002,CHOCTAW,FORT TOWSON,2014,1,1.3477089,4012300,0,0,0,1,.30483273,0,.0074349442,.033457249,.65427506,.75085324,.24914676,.002247191,.21797752,293,13.257918,1,1
12I002,CHOCTAW,FORT TOWSON,2009,1,.2375297,4012300,0,0,0,1,.27322406,0,.0054644807,.043715846,.67759562,.67595822,.32404178,0,0,287,14.4,1,1
12I002,CHOCTAW,FORT TOWSON,2012,1,1.6393442,4012300,0,0,0,1,.28146419,0,.0021842283,.021842284,.69450927,.75337839,.24662161,0,.19906323,296,16.536314,1,1
12I004,CHOCTAW,SOPER,2014,1,.25839794,4027960,0,0,0,1,.46629214,.0056179776,.044943821,.028089888,.45505619,.61278194,.38721806,0,.20155039,266,15.028248,1,1
12I004,CHOCTAW,SOPER,2010,0,.2631579,4027960,0,0,0,1,.47126436,0,.022988506,.017241379,.48850575,.55212355,.44787645,0,.15263158,259,15.15,1,1
12I004,CHOCTAW,SOPER,2011,0,.82440233,4027960,0,0,0,1,.43502825,0,0,.011299435,.55367231,.540856,.459144,0,.15934066,257,16.163523,1,1
12I004,CHOCTAW,SOPER,2013,1,0,4027960,0,0,0,1,.47272727,.0060606059,.012121212,.018181818,.4909091,.61632651,.38367349,0,.21944444,245,14.497042,1,1
12I004,CHOCTAW,SOPER,2015,1,.74239051,4027960,0,0,0,1,.49056605,.012578616,.031446543,.050314464,.41509435,.61048687,.38951313,0,.21534653,267,16.201456,1,1
12I004,CHOCTAW,SOPER,2016,1,.50632912,4027960,0,0,0,1,.49056605,.012578616,.031446543,.050314464,.41509435,.61048687,.38951313,0,.21534653,267,16.201456,1,1
12I004,CHOCTAW,SOPER,2012,0,.81967211,4027960,0,0,0,1,.46107784,.0059880242,.023952097,.041916169,.46706587,.61693549,.38306451,0,.19945355,248,16,1,1
12I004,CHOCTAW,SOPER,2009,0,.52083331,4027960,0,0,0,1,.42857143,0,.011428571,.011428571,.54857141,.5955056,.4044944,0,0,267,17.9,1,1
12I039,CHOCTAW,HUGO,2016,0,1.8832392,4015210,0,0,1,0,.31231067,.0027886506,.047714703,.31483531,.32235068,.76464409,.23535591,.0068259384,.20477815,852,15.146894,1,0
12I039,CHOCTAW,HUGO,2011,0,1.7452008,4015210,0,0,0,1,.3081511,.0019880715,.029821074,.27435389,.38568589,.68109888,.31890109,.0033222591,.19019933,891,15.309916,1,0
12I039,CHOCTAW,HUGO,2012,0,2.4875622,4015210,0,0,0,1,.29518071,0,.012048192,.24096386,.45180723,.78321874,.21678126,0,.16846474,896,19.220079,1,0
12I039,CHOCTAW,HUGO,2010,0,2.6954179,4015210,0,0,1,0,.28305399,.0018621974,.020484172,.25139666,.44320297,.6739561,.32604393,.004754358,.19175911,919,14.364245,1,0
12I039,CHOCTAW,HUGO,2013,0,1.3642565,4015210,0,0,1,0,.288697,.0016964432,.039713804,.26831838,.40157434,.77239865,.22760133,0,.17576791,862,17.291286,1,0
12I039,CHOCTAW,HUGO,2015,0,1.0235415,4015210,0,0,1,0,.31231067,.0027886506,.047714703,.31483531,.32235068,.76464409,.23535591,.0068259384,.20477815,852,15.146894,1,0
12I039,CHOCTAW,HUGO,2014,0,1.285347,4015210,0,0,1,0,.3076658,.0012603258,.060890775,.27082106,.35936204,.78387445,.21612556,.0094258785,.18080549,857,15.504515,1,0
12I039,CHOCTAW,HUGO,2009,0,1.7241379,4015210,0,0,1,0,.27547169,0,.018867925,.24905661,.45660377,.6640144,.33598557,0,0,905,16.122265,1,0
13C001,CARTER,PLAINVIEW,2015,0,.39215687,4024240,0,0,0,1,.12672141,.039913289,.095463105,.019108852,.71879339,.26617646,.73382354,.020261439,.15555556,680,15.323895,1,0
13C001,CARTER,PLAINVIEW,2009,0,.99900103,4024240,0,0,0,1,.12341772,.034810126,.020569621,.034810126,.78639239,.25316456,.74683547,0,0,632,16.327848,1,0
13C001,CARTER,PLAINVIEW,2013,0,.067114092,4024240,0,0,0,1,.13355541,.043033622,.087155588,.046135481,.69011986,.27988338,.72011662,.010738255,.15503356,686,16.452433,1,0
13C001,CARTER,PLAINVIEW,2011,0,.5586592,4024240,0,0,0,1,.1288764,.031742774,.048069436,.04431672,.74699467,.27055305,.72944695,0,.13896649,669,16.757944,1,0
13C001,CARTER,PLAINVIEW,2012,0,.62073249,4024240,0,0,0,1,.10898729,.033253059,.054599859,.048907727,.75425208,.26816389,.73183614,.0013793104,.16,660,16.640566,1,0
13C001,CARTER,PLAINVIEW,2014,0,.72727275,4024240,0,0,0,1,.13302226,.042383581,.086547427,.022214606,.71583211,.29056048,.70943952,.02247191,.16259088,678,16.162374,1,0
13C001,CARTER,PLAINVIEW,2016,0,.19331142,4024240,0,0,0,1,.12672141,.039913289,.095463105,.019108852,.71879339,.26617646,.73382354,.020261439,.15555556,680,15.323895,1,0
13C001,CARTER,PLAINVIEW,2010,0,.50428641,4024240,0,0,0,1,.12636505,.039001562,.021840874,.035881434,.77691108,.26677069,.73322934,0,.13688761,641,14.737207,1,0
13I002,CIMARRON,BOISE CITY,2013,0,2.0746889,4004860,0,0,0,1,0,.0089285718,.45535713,.0089285718,.52678573,.62019229,.37980771,.11072665,.183391,208,15.182482,1,0
